60.26,178.89,189.00,90.82
361.21,303.74,498.27,269.32
323.65,459.41,365.49,295.26
231.72,160.26,266.86,64.42
154.18,311.10,81.78,97.13
449.23,405.86,374.01,6.32
495.55,308.23,289.82,290.25
308.18,324.67,79.20,104.73
136.58,353.17,116.78,167.63
261.01,19.88,246.09,452.89
88.04,434.82,359.66,327.22
475.91,125.50,125.18,295.57
188.85,453.02,64.83,185.88
341.77,59.35,309.44,497.92
161.29,104.40,89.12,35.15
337.41,466.07,409.36,291.42
282.49,406.47,104.54,92.58
166.29,257.97,188.57,336.94
162.38,323.38,312.76,417.69
324.00,100.88,454.04,458.45
264.38,490.99,41.62,22.84
455.23,284.40,220.59,194.03
217.83,9.17,271.11,237.96
159.89,242.44,157.25,40.10
389.09,180.40,373.98,433.59
165.37,325.12,28.76,17.60
235.36,317.27,49.12,372.61
391.03,319.25,207.04,418.75
135.47,499.87,145.37,450.69
360.60,96.04,236.32,376.38
374.50,412.77,233.44,229.83
146.05,46.99,241.01,481.65
186.94,218.47,148.65,222.57
153.54,138.28,252.59,479.82
120.06,357.85,245.98,5.86
363.39,390.96,458.71,472.07
22.08,275.03,135.89,143.73
40.02,179.48,340.22,430.46
417.13,147.79,408.11,336.65
27.85,377.37,10.33,307.93
289.32,146.72,34.65,183.45
169.43,144.70,241.93,48.57
448.98,179.26,350.80,229.47
194.68,400.14,278.01,299.47
387.12,176.76,481.47,268.03
64.67,102.45,97.15,403.75
473.05,117.27,258.64,309.66
78.79,268.80,446.86,235.29
219.50,398.94,342.26,327.33
264.58,41.85,326.58,163.85
163.79,103.09,428.29,76.61
193.19,394.53,262.65,496.37
448.45,332.47,30.77,420.72
314.13,10.63,154.34,441.81
394.95,228.84,408.54,172.19
295.64,312.73,363.32,495.24
62.29,174.56,499.47,471.24
129.62,329.15,279.11,252.42
290.97,466.71,217.45,260.38
193.72,142.73,269.37,220.80
100.28,127.33,428.01,246.21
193.91,77.02,184.29,441.16
298.56,461.97,324.88,423.33
55.20,45.20,201.01,89.92
130.86,90.37,481.19,77.61
119.77,226.64,357.04,287.58
96.08,4.89,406.72,330.93
104.30,30.67,232.45,383.48
254.54,137.99,405.77,145.92
319.47,186.58,319.85,324.47
306.99,254.95,41.05,270.13
349.77,31.18,112.56,55.47
436.35,332.66,281.04,144.45
284.63,370.15,239.02,236.76
400.94,82.95,17.73,356.66
206.90,438.15,456.31,427.63
196.49,144.64,228.73,343.49
8.99,191.80,253.43,304.34
276.19,408.45,329.93,383.00
370.59,231.34,62.45,384.14
135.77,388.33,211.77,371.71
108.32,147.02,48.91,421.88
1.20,153.97,319.04,235.84
347.82,451.49,218.28,10.84
303.47,356.38,216.48,43.48
384.42,44.36,286.40,150.93
153.82,302.10,129.26,179.98
41.00,39.03,231.20,63.51
360.09,154.26,189.66,133.26
78.01,91.21,474.33,232.58
338.77,322.41,393.23,241.07
64.37,8.56,493.96,466.77
34.37,334.15,218.53,226.39
430.29,269.31,170.23,77.44
145.28,250.53,42.34,201.11
20.24,186.59,150.73,200.44
468.27,138.66,172.26,270.16
250.69,82.09,466.06,12.07
188.71,197.08,63.75,163.97
394.54,390.39,396.78,349.02
318.32,37.60,119.83,204.38
272.23,356.36,302.93,198.32
495.62,485.39,236.30,164.70
116.23,182.05,137.39,332.91
326.78,72.62,187.27,305.25
341.57,225.04,32.50,495.21
202.80,95.90,490.19,488.62
32.27,235.10,196.58,499.74
35.63,422.52,104.84,233.51
184.26,341.70,17.48,103.63
90.43,371.99,344.10,240.36
430.09,38.21,253.76,63.51
68.07,446.49,467.49,147.43
492.74,204.13,464.01,274.76
256.96,178.15,477.95,386.44
381.08,420.26,319.10,133.66
70.16,443.12,31.57,214.78
371.71,434.89,342.54,359.75
376.09,34.36,34.00,295.05
157.28,488.76,318.29,59.65
397.72,128.00,460.14,201.03
165.88,0.85,308.68,223.45
221.83,105.74,430.95,287.89
259.88,97.38,105.35,131.89
417.84,21.09,83.17,326.03
76.95,495.59,359.73,37.26
280.12,186.28,405.65,152.61
489.69,335.86,449.43,183.39
40.27,349.65,128.52,382.34
384.33,43.21,456.35,43.14
125.11,113.88,171.93,31.50
292.46,199.23,60.04,329.92
335.51,213.37,138.56,341.36
27.96,144.22,423.73,264.53
443.00,331.19,177.41,457.65
325.69,411.26,182.26,231.33
335.77,221.03,64.02,121.30
138.74,133.17,334.11,39.84
156.32,193.14,340.87,129.16
157.22,442.27,350.78,363.92
437.57,394.34,441.38,92.37
153.68,443.81,6.95,212.47
129.77,244.37,81.71,242.32
201.99,242.21,361.78,255.42
17.14,320.88,244.59,405.11
69.21,99.02,445.54,129.93
352.07,417.22,383.57,384.65
179.61,211.79,401.57,125.72
387.53,235.86,26.06,368.74
297.09,366.46,455.28,101.87
337.27,173.69,27.54,421.97
199.89,242.69,186.10,11.22
384.50,111.29,352.45,35.47
374.59,262.66,23.61,231.50
259.49,322.16,444.21,117.46
28.55,107.66,72.58,225.99
93.44,107.93,129.18,411.95
264.56,466.91,396.09,125.28
283.05,370.18,183.77,169.02
493.41,157.50,145.89,119.70
107.69,243.35,236.60,52.75
291.76,270.92,484.95,219.28
472.11,216.48,468.09,189.62
127.21,382.99,182.61,154.25
74.68,394.14,286.22,47.13
310.04,334.28,373.30,177.34
482.30,398.70,451.85,341.20
20.45,127.69,402.42,476.98
96.98,218.53,379.01,475.85
150.89,332.91,330.89,146.52
109.80,327.59,274.04,29.96
421.94,396.80,353.49,239.29
8.83,148.22,186.58,437.76
97.75,288.23,392.86,320.90
48.47,169.30,486.79,65.60
12.21,55.04,294.07,52.14
15.08,420.58,93.52,394.75
25.82,177.34,57.46,53.04
82.02,471.62,324.17,102.98
460.31,102.99,410.72,79.25
388.64,180.62,122.97,111.08
52.72,418.95,35.18,208.54
203.11,71.24,279.77,44.85
277.16,253.83,95.36,372.45
267.67,169.19,491.15,309.96
4.28,371.18,225.93,384.26
432.18,363.91,269.90,369.76
338.93,263.23,354.73,183.91
307.41,211.41,425.21,98.55
475.43,193.02,84.44,38.28
47.41,182.14,276.16,3.18
325.28,131.77,273.25,95.72
121.83,96.55,318.27,18.90
398.37,462.67,220.78,389.77
77.16,434.45,265.70,35.73
54.57,256.52,41.13,142.67
47.91,6.53,335.37,112.72
467.09,145.20,269.79,133.09
147.02,470.36,62.56,170.01
216.78,357.42,115.43,409.55
222.55,335.21,228.33,170.67
90.59,203.93,244.01,371.40
58.57,361.12,411.22,385.91
457.38,249.84,48.48,113.59
208.05,198.17,239.91,290.79
251.12,11.64,408.82,45.95
2.07,229.05,405.78,195.16
206.30,267.53,422.77,319.94
3.04,186.13,320.95,99.71
446.14,302.58,12.62,243.65
207.68,400.08,5.62,39.44
271.72,70.02,71.09,69.91
184.38,234.66,78.77,209.44
344.96,190.74,159.43,245.18
418.56,464.56,149.61,421.84
0.37,327.45,138.40,360.23
394.71,479.36,318.23,238.55
86.78,133.78,47.78,197.30
265.67,278.75,440.02,268.91
79.32,162.68,447.76,353.27
220.22,1.68,286.51,272.87
201.25,393.91,369.50,420.82
156.43,113.07,17.78,169.92
250.19,397.65,165.79,245.49
53.68,292.63,377.61,268.84
104.69,478.21,64.90,317.10
251.26,264.09,485.18,75.85
460.81,428.91,330.78,295.05
155.76,471.84,111.60,20.47
482.76,153.03,124.82,5.24
473.24,194.30,365.07,45.13
114.34,384.51,363.56,271.11
258.94,213.01,116.73,48.91
472.98,124.88,60.45,335.90
422.91,311.74,59.35,127.42
326.44,107.09,470.90,354.24
203.46,400.73,152.94,470.32
323.76,233.97,343.75,178.70
341.68,393.83,426.72,323.06
404.43,242.28,127.92,202.30
38.88,211.65,25.83,149.23
118.91,173.79,449.99,124.13
235.44,317.46,435.58,495.62
103.32,472.54,365.06,223.68
313.84,197.31,353.40,337.63
372.37,297.15,23.59,304.45
406.27,338.80,320.17,26.04
241.71,119.77,290.92,95.31
23.58,341.93,12.18,356.84
235.10,289.22,177.96,266.48
442.09,386.05,26.87,410.27
310.54,353.48,296.91,202.55
407.11,401.57,224.00,98.34
260.33,383.78,191.48,274.64
158.91,399.62,483.97,474.59
64.88,336.41,418.42,251.34
98.16,244.96,462.00,252.17
334.66,470.00,199.64,255.21
77.26,150.30,385.63,197.51
61.80,98.00,339.04,37.89
489.41,229.05,42.42,443.41
441.92,200.78,409.57,455.70
407.05,499.26,103.70,55.16
174.87,355.77,153.12,448.95
361.08,325.83,269.36,340.27
316.43,219.41,335.26,128.14
241.58,315.24,384.86,46.65
145.24,366.42,167.30,245.68
132.69,458.28,80.56,381.68
151.83,88.87,168.50,138.17
462.38,171.14,295.82,117.57
79.56,70.21,53.98,495.99
450.34,165.02,326.90,236.14
288.69,4.57,85.13,225.53
364.50,26.82,48.07,248.08
375.38,151.65,383.44,182.29
314.24,82.61,186.58,104.80
2.59,319.97,460.21,32.14
103.29,409.33,51.58,263.32
111.81,416.50,4.85,45.05
52.21,78.92,422.39,350.76
42.51,206.52,39.76,69.99
205.88,196.03,183.18,361.45
310.94,260.56,15.62,144.63
368.18,377.75,168.66,274.33
381.00,22.63,430.34,416.26
400.23,487.62,443.42,264.69
335.19,472.79,259.80,50.49
9.54,90.86,315.06,424.15
296.59,407.39,181.42,422.22
216.75,375.10,346.57,386.06
256.43,256.01,499.17,245.88
264.46,131.67,281.85,189.43
121.13,52.87,287.19,381.93
299.87,45.79,477.82,473.51
365.41,229.97,355.35,382.54
36.54,471.20,75.69,386.56
177.59,422.31,237.44,18.36
91.14,207.04,351.36,224.63
207.11,123.53,284.55,362.45
225.18,169.03,450.30,360.44
333.83,14.76,84.44,373.99
325.84,494.82,304.07,296.46
173.13,171.16,428.13,454.87
158.10,4.76,185.89,14.42
288.99,486.75,295.46,142.15
48.10,146.41,232.43,36.43
42.64,315.32,334.21,451.19
151.51,73.50,345.38,175.43
403.47,394.58,400.13,437.77
104.58,320.04,243.00,150.42
0.71,366.72,430.62,149.36
486.13,391.37,219.72,494.13
374.99,448.23,291.39,427.43
411.33,442.52,95.53,356.35
310.94,27.15,482.25,358.68
128.13,134.90,87.85,101.35
137.47,227.32,256.29,353.22
361.61,46.40,409.06,481.55
438.81,127.37,274.17,105.05
172.07,374.63,98.76,239.74
332.21,246.29,93.65,498.88
483.14,303.85,224.15,309.97
426.23,167.25,372.58,301.87
85.51,353.80,105.72,476.63
108.68,33.91,259.07,212.19
427.42,32.27,430.99,406.80
311.09,428.66,312.97,101.18
357.60,38.22,353.41,229.80
364.86,398.80,327.47,129.00
385.72,240.04,449.47,366.09
90.55,178.19,123.61,155.53
56.40,285.17,327.23,256.84
425.29,352.46,133.89,173.23
458.21,238.72,44.52,299.07
405.50,351.51,353.38,368.81
77.83,193.96,257.92,399.83
56.65,254.54,231.73,238.30
437.72,299.84,96.12,479.39
461.47,350.69,341.02,461.35
142.70,454.53,195.04,415.49
44.59,310.01,245.10,389.81
63.16,349.88,162.26,496.32
289.44,321.20,478.09,445.58
425.49,478.32,482.36,183.43
314.28,409.09,351.49,198.45
459.07,302.79,77.58,264.53
207.00,275.96,454.40,60.83
42.10,463.68,176.82,231.07
336.79,423.11,183.40,292.84
89.26,443.16,45.91,246.88
152.36,56.58,212.77,131.41
313.89,415.09,100.70,312.18
18.51,494.33,429.66,44.82
23.31,63.13,481.58,44.97
49.06,465.58,47.80,287.63
172.44,303.67,87.07,78.72
420.80,494.41,41.56,253.60
107.07,441.70,88.10,190.95
357.32,195.05,197.99,436.92
15.70,230.60,398.46,173.41
152.22,97.56,413.82,177.83
169.35,334.87,218.75,439.46
446.41,370.34,173.59,494.47
7.56,132.71,343.36,417.20
198.78,358.58,350.75,105.45
52.80,162.95,109.20,432.52
185.01,403.47,62.79,152.94
370.79,85.55,424.13,97.47
361.28,116.09,169.81,83.42
414.84,175.15,486.04,408.35
236.78,248.27,82.71,59.00
162.18,103.99,256.25,361.04
282.70,27.48,16.94,37.88
455.23,401.11,121.92,438.56
428.92,32.74,218.98,311.88
25.23,86.89,387.51,251.85
228.74,210.66,160.45,331.45
357.66,104.60,166.49,351.26
396.91,245.04,398.69,461.66
172.02,448.70,384.71,241.66
48.64,420.65,236.37,245.55
53.97,166.46,0.59,158.12
271.66,456.02,387.08,230.61
22.81,203.59,453.60,126.97
162.58,405.26,423.78,202.51
383.39,366.73,367.81,88.28
468.04,25.42,413.06,353.54
124.31,379.98,467.78,213.10
355.93,141.00,57.40,71.92
155.52,215.56,16.56,401.93
150.51,169.42,15.16,468.89
137.41,101.93,353.97,131.46
435.88,76.32,321.62,97.18
103.75,257.65,499.45,330.39
3.47,444.03,416.56,250.15
151.91,179.44,225.10,161.03
279.91,413.86,367.36,134.81
240.84,476.86,200.02,336.90
293.88,481.74,231.68,71.41
315.45,491.75,339.90,118.95
472.92,217.63,441.05,195.41
320.61,286.44,226.94,274.88
385.29,454.59,103.54,209.44
50.67,40.25,101.15,472.07
282.67,220.17,222.74,97.72
61.79,165.24,463.54,258.55
16.11,114.90,194.38,376.42
53.45,170.34,487.57,12.42
330.32,310.86,13.43,355.97
219.25,53.99,330.76,460.88
77.66,294.56,82.73,184.12
181.55,248.13,265.15,450.03
399.23,12.21,139.11,77.93
85.74,182.86,36.69,250.44
354.71,221.89,415.78,354.78
108.70,474.55,5.83,289.80
148.65,401.70,475.63,188.41
85.57,123.34,479.71,4.77
345.38,5.70,347.32,393.08
280.39,140.53,251.52,238.24
263.24,95.96,126.21,84.75
391.35,355.70,68.27,136.61
89.38,472.77,290.99,72.78
210.26,419.87,27.86,153.99
279.71,50.16,150.81,128.90
285.32,450.88,394.59,479.48
354.61,259.61,90.97,330.18
499.67,49.37,410.11,270.98
231.43,320.36,260.65,481.01
445.57,284.65,252.12,117.39
151.58,228.16,120.04,250.92
17.87,458.85,410.42,185.84
211.70,489.59,232.32,24.64
111.28,204.98,9.32,425.42
135.28,67.84,440.38,168.07
305.95,11.92,401.20,305.64
153.49,42.72,21.32,432.83
322.34,95.40,203.46,292.88
36.76,435.03,247.17,113.62
460.45,31.52,462.73,112.91
455.23,282.05,183.57,132.99
140.89,458.26,371.72,23.44
419.26,474.48,150.79,204.15
483.92,104.99,186.19,143.38
496.82,209.04,66.76,16.49
441.23,337.84,359.49,230.68
413.15,78.43,107.51,66.10
148.49,462.14,415.83,341.53
165.16,350.78,81.71,346.57
337.77,355.66,12.91,55.82
401.46,420.38,410.58,339.08
428.13,400.46,364.81,370.39
29.24,54.94,485.13,99.53
79.39,147.31,471.16,2.46
276.16,415.85,272.71,212.60
401.56,358.02,78.98,486.87
71.04,375.79,34.30,470.41
187.00,424.83,120.78,88.31
485.01,142.45,344.41,190.79
105.45,286.17,379.26,194.18
277.48,342.99,354.65,159.14
235.62,491.03,104.12,166.19
187.38,107.79,237.62,288.53
129.58,207.53,264.60,248.48
269.34,147.99,469.06,171.96
429.42,412.24,282.80,458.89
410.25,155.90,391.32,72.23
428.00,248.12,466.97,406.87
269.52,442.20,249.40,282.84
298.28,161.94,305.50,472.58
193.47,208.61,25.85,394.59
215.82,345.18,325.64,359.51
189.71,303.49,322.67,159.87
499.77,288.67,369.53,18.11
103.25,410.09,70.17,180.54
161.79,15.76,147.13,486.82
77.98,244.44,315.37,279.83
223.97,204.72,64.39,278.51
171.30,275.62,8.45,393.00
336.45,446.15,37.09,436.28
389.08,178.48,421.57,323.60
156.03,285.75,394.62,15.74
124.14,63.48,185.94,394.36
329.24,356.86,191.49,325.10
355.85,475.92,187.82,403.12
3.32,431.53,63.65,34.07
395.05,481.03,428.69,485.04
498.65,340.89,3.82,429.32
134.85,100.95,204.38,377.29
258.65,469.18,33.77,54.13
105.14,344.89,182.39,163.27
106.46,334.98,437.44,99.52
282.13,55.10,187.05,312.35
119.14,277.55,398.49,333.77
455.93,39.64,402.75,239.34
158.87,363.69,124.81,113.22
354.85,497.55,445.51,453.21
108.07,274.65,162.20,420.84
88.84,135.64,487.28,485.26
81.84,174.44,373.38,149.18
304.35,431.03,142.53,365.30
135.40,390.68,470.07,167.40
420.18,87.39,199.89,5.47
493.78,143.26,55.64,471.55
51.67,36.45,320.85,107.10
349.21,67.87,135.99,243.03
5.05,9.34,121.02,129.16
247.18,68.70,25.54,463.54
296.45,471.36,431.73,321.59
296.72,457.25,49.32,427.26
279.51,198.37,83.24,37.75
455.07,239.47,223.05,155.93
198.68,196.27,184.18,77.74
118.96,63.47,285.69,91.38
200.70,93.33,446.37,231.81
304.61,226.29,256.43,409.56
46.38,382.15,316.01,166.62
253.63,454.54,396.87,178.37
403.80,139.49,384.88,376.56
189.38,248.04,295.78,369.60
21.19,147.66,104.86,236.60
315.90,467.61,192.11,85.88
304.95,0.66,7.61,214.88
291.50,111.72,147.17,29.66
192.21,32.53,370.33,1.53
163.10,337.94,40.26,360.45
471.07,277.79,189.63,17.02
297.74,184.51,489.50,202.88
260.24,159.10,488.42,277.87
183.91,206.52,245.06,11.44
104.03,451.39,120.40,47.87
99.24,424.01,394.37,364.96
84.28,126.06,133.46,137.39
471.78,14.82,432.84,205.49
459.00,144.16,220.60,107.66
101.03,80.59,315.32,77.57
326.47,496.99,412.11,191.85
155.14,313.43,332.72,342.34
273.04,31.97,439.02,157.35
78.23,330.15,118.21,196.31
67.34,280.70,490.21,391.64
469.86,287.77,346.44,192.15
171.16,223.84,338.59,468.16
414.39,424.19,307.73,222.41
393.15,225.74,199.54,488.74
429.30,255.08,120.28,75.73
116.04,162.46,402.11,171.84
39.15,79.03,25.20,315.98
159.04,451.41,111.52,478.53
119.83,88.51,255.39,418.86
442.53,493.68,173.13,464.53
254.17,104.14,273.78,398.01
183.32,406.34,53.88,433.70
356.37,86.42,188.48,361.19
49.41,352.29,46.15,208.37
463.79,167.63,296.81,86.65
167.07,117.91,377.28,411.36
129.81,41.20,492.25,479.21
177.14,246.88,377.24,377.04
9.07,482.54,279.80,5.21
333.83,11.17,55.02,351.93
477.56,472.12,120.21,217.52
180.97,317.03,359.35,426.81
355.08,25.69,169.28,284.04
99.22,489.17,263.31,69.32
89.63,290.35,162.48,186.58
142.50,296.18,204.89,476.38
145.17,80.95,76.20,349.62
412.19,94.21,433.95,201.69
355.93,322.64,93.46,234.82
228.29,431.64,3.71,486.89
78.76,220.47,321.89,46.01
121.92,177.01,6.67,367.16
40.99,0.41,130.65,138.47
213.07,357.06,261.76,473.20
118.38,2.25,176.10,6.73
194.29,488.79,72.68,239.89
15.87,141.28,286.36,329.54
466.80,437.13,395.79,353.84
132.08,21.89,329.15,20.36
309.30,20.41,17.03,60.95
195.24,40.61,80.68,419.43
356.17,310.30,220.55,33.07
38.18,108.33,127.53,274.23
95.87,60.21,330.24,168.97
408.19,397.16,77.66,441.05
82.29,451.38,240.27,484.62
386.00,273.06,11.62,203.18
483.80,446.33,192.70,91.70
45.05,442.13,325.86,359.24
99.43,188.66,81.28,368.01
328.41,467.56,290.65,259.90
316.56,467.34,276.40,104.21
228.99,183.74,272.22,220.83
218.08,169.64,488.70,274.65
182.89,296.93,160.50,380.90
59.36,349.52,449.50,407.40
386.22,191.32,435.82,100.51
165.64,48.73,248.90,325.17
175.47,489.49,372.79,19.89
466.51,62.43,373.04,222.73
306.12,272.27,367.24,220.85
348.74,6.80,355.21,492.54
309.83,214.16,31.28,357.68
224.12,205.94,485.61,70.52
186.66,101.34,413.15,383.86
384.11,260.79,432.82,63.46
388.39,299.95,430.25,74.07
300.35,485.07,224.40,229.65
395.18,185.39,46.89,250.65
242.86,164.17,93.21,495.38
291.79,52.33,58.07,446.70
251.18,269.10,85.77,112.69
242.38,251.17,223.00,358.02
289.50,11.55,333.95,101.26
462.90,213.38,246.39,69.45
487.65,48.80,447.13,187.38
166.05,412.13,402.33,310.96
207.47,424.73,21.20,411.36
1.74,20.61,64.07,383.09
369.19,146.34,361.99,254.22
476.81,195.98,279.95,120.42
367.08,10.91,465.81,330.30
139.85,171.22,385.53,414.86
47.13,265.04,290.32,429.12
463.40,312.98,241.47,139.74
129.99,351.40,424.76,389.31
9.26,175.63,455.25,317.38
375.25,84.00,116.83,227.07
38.50,37.27,313.27,438.34
14.38,431.67,221.51,166.09
75.65,131.11,169.60,247.43
228.69,197.76,44.62,168.03
148.08,249.98,309.52,310.13
330.98,283.39,90.52,251.86
344.29,132.78,460.38,334.49
34.74,152.91,233.95,278.96
155.44,102.90,116.66,266.05
159.08,97.84,341.90,494.56
39.29,185.32,464.41,211.27
349.70,127.59,248.16,221.66
394.98,446.04,482.79,98.85
427.05,451.78,488.96,371.47
3.73,17.70,475.60,101.13
260.84,195.57,410.14,435.64
340.39,45.97,391.83,350.42
48.47,174.87,3.46,300.80
484.52,17.77,133.31,200.16
410.05,59.42,77.87,389.44
175.66,167.69,350.66,309.22
82.69,353.75,106.77,41.21
83.39,491.71,386.92,359.23
205.50,411.83,480.43,386.74
324.45,227.54,321.97,435.95
320.54,106.77,468.00,72.44
277.00,230.97,127.08,14.22
110.03,33.07,183.98,139.65
97.68,184.39,222.90,293.03
244.26,420.47,180.52,332.77
67.05,90.85,23.59,52.54
35.63,159.81,142.65,34.52
155.54,408.37,175.74,198.07
404.25,471.43,40.78,65.90
190.12,397.90,273.89,410.61
411.31,468.28,110.13,336.43
201.60,216.45,184.61,224.49
269.50,435.93,164.45,175.39
287.56,493.52,396.33,254.82
86.42,65.71,238.65,314.55
417.25,238.81,185.63,135.66
426.25,274.53,424.17,355.64
248.62,215.00,93.32,98.12
85.39,141.58,293.95,300.41
488.14,99.87,308.82,376.06
47.60,309.47,495.82,27.38
18.64,212.56,69.91,460.86
245.93,394.40,41.01,145.43
367.64,314.19,102.95,401.78
444.22,284.97,452.96,186.96
379.71,202.23,312.49,247.21
128.91,112.39,262.31,205.88
250.78,349.91,66.56,159.73
163.07,223.45,448.75,80.79
230.26,366.51,82.95,318.24
175.34,385.15,110.38,181.61
482.22,278.66,206.27,127.07
483.52,164.72,103.10,2.74
290.44,418.27,332.34,440.28
167.49,117.74,466.64,2.50
63.74,343.33,369.49,173.69
159.53,344.60,366.33,36.34
34.96,1.92,196.83,122.36
176.95,75.93,364.72,421.02
236.55,146.84,495.88,26.49
99.67,296.88,474.48,67.97
326.25,82.75,469.87,178.90
263.63,154.22,464.12,387.90
32.60,214.28,471.76,56.11
272.36,176.76,9.07,72.75
254.20,373.93,232.31,21.93
30.97,289.69,396.60,311.69
24.82,143.03,349.86,72.11
355.79,246.96,67.92,65.97
451.98,246.58,58.03,352.65
313.67,369.67,409.45,346.48
434.02,9.68,436.21,290.86
189.02,153.04,152.87,360.98
456.78,266.55,445.20,204.34
449.17,115.60,305.61,169.86
101.15,105.53,350.22,134.23
127.18,69.77,243.70,146.70
453.56,248.47,181.52,311.99
408.37,396.83,53.21,268.04
124.49,75.60,361.33,60.75
2.22,463.11,454.58,160.21
496.13,54.75,498.54,389.23
418.35,202.43,189.32,12.24
23.18,64.07,254.53,329.16
370.84,188.95,494.76,30.54
301.14,404.97,64.36,30.16
223.36,172.77,0.03,386.02
131.83,3.90,156.38,369.99
75.77,261.04,70.70,210.36
103.46,260.78,205.94,163.97
453.59,179.79,497.52,424.82
298.91,181.23,344.68,79.92
135.21,167.70,247.76,481.08
271.40,349.37,175.35,118.59
348.42,464.61,308.55,227.10
16.24,390.81,29.13,128.00
485.43,314.32,391.68,322.40
376.72,150.55,278.63,125.75
30.11,296.12,359.48,25.75
232.66,402.43,336.96,77.06
315.83,408.67,79.64,493.17
318.46,337.03,416.30,173.06
66.90,186.94,165.35,273.52
325.36,96.37,126.92,325.82
276.60,171.46,211.82,80.15
173.15,142.97,134.10,101.46
338.67,175.80,458.03,377.62
152.15,243.85,80.41,118.70
439.27,200.35,22.27,400.78
421.03,248.28,249.88,37.71
181.75,67.24,341.59,23.33
76.22,375.81,414.53,470.70
51.69,335.63,282.73,54.48
260.60,175.94,138.40,215.83
128.72,7.81,364.39,327.05
499.71,137.22,167.15,257.78
50.89,455.77,136.07,60.96
262.41,362.19,262.80,358.90
457.58,91.27,202.16,378.17
53.05,335.71,237.94,250.69
43.73,194.81,252.40,358.98
8.37,376.85,43.34,55.45
209.39,311.95,88.87,419.75
439.94,165.55,38.49,248.31
190.03,210.96,364.58,252.22
449.12,68.17,36.51,257.97
361.39,71.24,177.56,214.38
256.88,499.20,375.99,95.78
70.71,321.88,70.19,172.03
220.57,432.38,152.67,457.49
480.86,67.91,167.18,468.32
282.17,296.17,46.36,439.43
367.63,375.51,153.98,91.59
312.68,425.55,372.09,332.72
